,0,1,2,3,4,5,6,7,Y
24232,-0.928144475,0.507943721,-0.252517345,-0.667845578,1.397293542,0.82177976,-0.012627811,1.701776311,0
24235,-1.164068188,-0.818871811,-1.494826047,-1.03753449,0.026051371,-0.911891532,0.63013976,0.666982098,0
24236,-0.25593319,-1.254299258,3.951035647,0.542680736,-3.610943908,-0.601185996,0.11685746,-0.702589678,0
24238,-1.682785824,2.701246961,1.447832499,-0.857792438,-0.8700152,1.185933703,1.300631833,-0.481737619,0
24240,0.048497361,0.094966458,0.328700902,0.916819444,2.862576674,-0.058579337,0.877090022,1.468051121,0
24242,-0.729755422,-0.48933982,1.70891082,0.502588175,-1.246771289,-1.460091669,0.655872957,0.423326382,0
24244,-0.667611557,-0.013421828,-1.070215944,1.487140908,1.770495215,0.447060416,1.990506053,-0.856826173,0
24246,-1.797491633,0.237071472,-1.736482485,-0.764673813,1.10414255,-0.979620672,-0.976655213,-0.815344186,0
24248,-0.52574301,-1.742016612,0.155813976,-0.412903065,-0.892099297,0.961040933,-0.415557995,-0.342990739,0
24249,0.979942117,-1.115042072,1.882176646,0.402521588,0.520808162,0.041054523,0.946055055,-1.105443535,0
24250,0.962727473,1.401137949,0.784213456,-1.427344905,-0.17559346,1.326294846,-0.81745159,-1.591584181,0
24252,-0.101726926,-1.18723956,1.298433405,0.545772898,1.445712384,-1.546992642,-0.768375486,0.948579968,0
24253,-2.111696632,-0.670618321,-0.608080946,-1.628831452,0.407663149,0.196997202,-0.934104618,1.527743393,0
24254,-0.885827795,3.117678403,2.016109688,2.175200659,-1.613651103,1.561673406,2.205675106,0.67374072,0
24255,0.241692272,1.970744673,1.187648203,-1.153242572,-0.726148606,0.891557357,0.457475298,2.496602042,0
24258,-0.923815144,1.154545317,0.828892598,1.367915669,0.934848627,0.921730994,0.313142948,0.053382686,0
24259,0.691152031,-0.887772984,-2.577048909,-1.556551363,1.387401654,1.630216387,-0.239755884,-1.293193094,0
24260,1.654096704,1.176883904,0.433384597,-1.364026183,1.570811518,-0.376879032,-1.635367211,0.214695855,0
24261,1.012624144,0.502288899,-0.895496699,0.193709773,0.139850341,0.440506892,0.704638748,-0.001006471,0
24262,-4.313090744,-0.159189084,-0.247756828,-0.031954903,1.154045496,-0.260448765,2.066335687,-0.028446701,0
24263,2.356242646,1.36149792,-1.613895197,-0.013596897,-2.147244672,0.520186021,-0.73109241,-0.212659144,0
24265,-0.324729415,-0.8155999,0.070031939,-2.124252015,-0.32375661,0.135675529,-1.169190293,-0.268273073,0
24266,-2.320714283,2.323787737,2.218954155,-0.279612661,0.452267474,1.179050102,-0.065972169,-2.226398044,0
24267,-0.913036342,-0.571582545,0.407636189,2.256667929,0.62085788,0.157450847,0.474361895,1.710178474,0
24268,-1.610442354,-2.579607887,2.683670253,0.732807884,-0.278327204,1.244102001,1.071405627,-0.326596165,0
24271,2.528093544,0.230370028,-1.452319928,-1.25428323,-0.206982061,0.689503185,0.125710871,-0.895545611,0
24277,0.139757977,-0.605425135,-1.243960176,-0.539085162,2.155784902,0.345183681,-1.534355745,-1.062358458,0
24280,1.632527382,-1.228482072,-3.085859569,-0.558227427,1.439771313,-0.640570437,-1.287764987,-0.292985051,0
24281,-1.271866828,-1.088881775,0.29840326,0.546603078,-0.265497208,0.684838863,-0.371726929,0.671877542,0
24283,-0.390070589,-0.891012798,-0.972001026,0.086355595,-0.031080142,1.048467582,-0.135865212,-0.531215613,0
24284,2.227364514,0.640178335,1.567096054,1.506130424,-1.214877184,0.972836151,0.212141084,0.045995118,0
24286,-1.272395905,0.043724898,-0.137070552,0.394306478,0.617909977,-0.223435076,0.091413696,-0.595854096,0
24288,-0.938037881,-0.660821237,1.702167706,-1.452987792,0.907360544,1.864634843,0.347341082,-2.793172384,0
24291,0.67561933,0.202461482,0.397987314,-1.003034698,1.492651908,-0.10056587,-0.253496285,2.055564344,0
24292,1.796644621,-0.549265771,3.612684982,-2.053588908,-3.574851552,1.253309324,0.314102888,0.954564739,0
24294,2.851129814,-0.09436439,-0.871114635,-0.007705356,0.222627765,-0.350584714,-1.520600112,0.843101131,0
24301,0.045501231,0.290175939,-1.122957529,-0.685887675,0.92834072,0.849045885,0.482281823,-0.39502712,0
24303,1.132210219,-0.988475623,-1.098782992,-0.242971668,2.306724602,-0.346323753,-1.869313793,-0.328657472,0
24305,-2.288056481,-0.930068614,-1.02793425,1.920182912,-0.461888197,0.503161776,0.107780171,-0.446270371,0
24307,-0.797959619,0.934694555,-1.306685964,1.843016338,0.991187594,0.361472646,1.208878019,-0.902380467,0
24308,0.821078824,-0.637860645,-2.52621069,-1.784995868,1.186449243,0.084421335,0.22370666,-0.876356283,0
24311,3.041573234,-0.841131522,-2.367635462,0.659465221,0.556823837,-0.435716064,-1.093863952,-1.593342807,0
24312,1.927920255,-1.700885887,-1.499646837,1.512295123,2.565227207,-1.740355165,-0.863996086,-0.71165343,0
24315,-0.032143854,0.068009614,2.953961038,0.972187493,-2.243462576,-0.066394965,0.204751508,-0.411405964,0
24316,1.568267457,-0.491894279,2.6308233,1.1108972,0.813643412,1.357639703,-0.304312511,1.756408871,0
24318,-1.485857905,0.015587852,1.816888425,-2.224919903,-1.096924965,0.700495806,0.275172787,-0.481019171,0
24321,2.681982441,-2.447004295,-3.679371802,1.204895765,2.651120824,-0.626982727,0.09120585,-1.194491072,0
24322,-0.800020157,-0.804300542,-0.372976285,0.228616237,3.458359396,0.642322698,-0.768152395,-1.37696281,0
24323,-2.395002467,0.197672549,0.776143776,0.076570076,0.363808057,-0.318231622,2.466012576,-0.535401029,0
24325,-2.148105643,2.656696436,2.544966313,0.014324727,0.341694404,2.705307045,0.581854872,-2.17432879,0
24326,0.189947505,-1.449983122,2.988385766,-1.394972457,0.027741775,1.971797443,1.024000668,1.387800068,0
24328,0.704929182,0.495587317,0.498592893,-0.733327897,2.520675536,-2.060211653,1.658782734,0.62852529,0
24329,2.960786479,-0.493797596,-3.703381392,0.52434242,-0.285832192,0.967858841,-0.913101001,-1.064174037,0
24334,-1.300815427,-0.674887357,-0.468946704,-0.380307905,3.27227453,0.205793771,-0.607482964,-1.325889098,0
24336,-1.984462655,1.701869339,2.571155073,0.382885518,-0.70042689,0.616585762,-0.991160163,1.054366615,0
24339,-0.52472444,-1.310674192,-0.304763292,-1.435836238,-0.469073851,1.585699645,1.484814031,-0.373484283,0
24340,1.55448561,-0.81683535,2.498510981,0.982602859,-2.685344933,0.020203975,-0.521691276,0.490431226,0
24341,-1.088235692,-0.93816357,0.233653957,-0.19965545,-0.683141625,-0.237649782,1.164636549,-1.718956343,0
24342,-1.317594384,-0.146578159,-0.664720361,0.485954731,0.971753562,0.046388498,0.312953321,-0.145419498,0
24343,-0.741122118,0.626685618,-0.823465279,-0.175423924,1.18098749,2.0084743,0.209704551,1.065160165,0
24348,-2.464044321,0.293360945,2.129454662,-0.783943588,-0.661228457,-0.203556679,2.248403327,-1.403061283,0
24349,1.687224173,0.172746299,1.936119287,-0.236619175,-1.755131433,-1.066172597,0.243028387,-0.16350381,0
24353,-0.51397119,1.335790217,-1.461103083,-1.125519383,1.570797616,-1.215871525,-0.520212641,-2.069235664,0
24354,0.593256035,-0.7024594,0.671917675,-0.17920856,-1.015060418,0.732093512,-0.118945232,1.238013987,0
24357,-1.836049712,-1.646347846,0.355176853,2.478060292,-1.463034778,1.146716673,1.584058757,-1.021798731,0
24358,-1.592408817,-1.19879558,1.929116062,-0.233973087,-1.546838147,-0.144436549,0.451500294,-1.079383,0
24362,-1.508041282,-1.790300648,0.874204385,-0.701993102,-0.588146657,1.827918486,-1.935803322,-0.250656041,0
24363,4.4301837,-1.247852171,-3.006044529,1.378313505,0.218589161,-0.901381096,-0.916970274,-1.905284162,0
24364,-0.498659338,1.425204351,-2.252013993,-0.923891929,1.575395337,-0.091640573,-1.207541972,1.752302012,0
24365,-0.071464751,0.88433896,-1.774653819,-2.595185685,2.05569966,-0.301840212,-1.067998517,0.649452791,0
24366,0.946782568,0.556783044,1.438727336,-0.905286391,-1.01249292,-0.177762574,2.057316093,0.480649625,0
24367,-0.034662408,0.121296548,-0.159281949,0.690072412,1.622693253,0.342808867,0.488337631,-0.080008914,0
24372,0.543646296,0.829455909,0.208085944,0.614898006,0.311011056,0.390044016,-1.045731696,-0.299925184,0
24373,0.730224247,-0.575359107,3.002271892,-0.840883855,1.365110325,0.718486778,0.550895811,-0.159143616,0
24374,-2.643989907,0.125490849,-0.947682517,1.44438273,1.208634424,1.515812863,-0.981129041,0.154168388,0
24376,1.55832008,-1.189665603,1.347999963,0.099155848,-1.990547557,1.119002202,2.781818698,0.216331547,0
24377,0.88566376,1.093440786,0.829788513,0.714028527,1.49509264,2.212182681,-0.172739931,-0.360529487,0
24378,0.447568305,0.437497088,0.614278277,-0.341888825,1.055560648,0.272146345,0.397573251,-0.57108061,0
24379,1.14246809,1.609174402,0.565874124,0.401899126,0.313910679,-1.23502073,0.756856054,0.572537359,0
24380,-0.072747806,-0.788402778,0.582478699,1.24330363,0.173009283,-0.160461155,0.368433783,-0.361745963,0
24381,-0.062658648,1.317153039,0.042338649,0.990378082,0.023781641,1.423911874,1.128660119,0.204670384,0
24382,-0.754448204,1.34333735,-2.547085929,-1.236045013,1.635370817,-1.700654982,-0.375240348,-0.846114143,0
24385,-0.720043166,0.258937361,-0.460823339,-0.137726394,1.499594997,-0.320859258,-0.251797901,-1.151612134,0
24388,-0.388199684,0.084987182,-0.777633125,-0.034062443,0.803030061,0.020155906,0.855492156,-0.049227264,0
24389,0.426606851,-0.078305081,-1.088782803,0.881968473,1.267234102,0.538188313,-0.788047987,-0.70929469,0
24390,-1.676763503,-1.457391717,-0.152366195,-0.962633145,0.056131559,-0.151665135,-0.010138868,0.445581844,0
24391,-3.127752666,-2.807807756,-1.177155659,0.180464262,-0.540332624,-0.914255322,1.505236226,-0.92464288,0
24392,0.080793569,-1.5670983,-0.298588412,0.370646052,-0.858638186,2.282427494,-0.407968331,2.015675283,0
24394,-1.219126282,-0.730062015,-0.119356481,-0.946129893,1.134978526,-1.818917011,-0.20712614,0.466590074,0
24395,-0.460963423,0.920361991,-1.18905464,0.266161218,1.454912294,0.459123909,1.264045266,-0.525185698,0
24399,-0.667876983,0.792227113,4.602509463,0.049831429,-2.735269371,-1.496760047,1.30589954,0.369451304,0
24400,-0.10435247,0.216474504,1.042341232,-0.206407241,-0.679567361,0.443007794,-0.304054233,-0.746570252,0
24401,-0.285320236,0.075439501,0.798390197,1.291546828,2.008360777,0.634860428,-1.262473951,0.459831025,0
24404,-1.307680254,0.140212512,-0.467808528,-0.852102418,0.951605359,1.7039387,-0.685641561,0.39322834,0
24405,-0.668558501,-1.046831157,-2.635007348,-0.338734294,1.419493676,2.036328023,-1.318760897,-1.177891211,0
24407,1.246950042,1.022368421,-1.242582832,0.560326737,-0.885865804,0.727509267,-0.351629193,-1.235194911,0
24409,-0.676526892,-0.135570879,-0.951157206,0.599708431,0.72547082,-0.079280175,-1.755347553,0.786292849,0
24410,0.318135698,-2.182109967,2.092857057,-0.743916348,-1.495524676,0.886421098,0.696450333,-1.672020592,0
24411,-0.106332386,0.096242003,-0.551085338,-0.305894548,1.210100778,0.057528824,0.981443022,1.120258643,0
24412,-0.924098995,-0.834593163,0.97618317,-0.476025543,-0.48283429,1.285991888,-1.857204534,-0.713977328,0
24420,0.676973759,2.383157183,0.003877433,-1.119831586,-2.15310708,1.087027412,1.004449594,-0.590392803,0
24422,0.649241215,-1.811477944,-2.07222256,-0.12167639,3.15973448,-0.990165621,0.239818032,-0.343853798,0
24424,1.194672652,1.997408173,-0.704536666,0.373070656,-1.916689117,1.522035777,-0.298723729,1.454254015,0
24425,0.523232848,1.208038254,0.524449415,-0.502752726,-0.031929689,0.387067219,-0.423945913,0.85977536,0
24426,3.009202672,1.372802605,-0.028574414,-1.211472078,-1.993710719,-0.589107637,0.991111915,-0.147980673,0
24427,-0.150735533,-0.335288383,-0.296106113,0.614170284,2.278020231,-0.158273074,0.663244303,-0.311974595,0
24429,2.350133333,2.061597798,0.100960977,-0.066446396,-2.178006744,1.44411624,0.609196438,-1.55010391,0
24431,0.197867361,1.178566406,-1.120630386,0.362725289,1.169559206,-0.615423014,1.460619879,1.345379057,0
24433,-0.788286487,-1.787869353,1.629208191,1.58793698,0.342521295,0.273225579,0.049371916,-0.972054771,0
24434,0.067813983,-0.208406632,-1.481246908,-0.121900391,1.089920122,0.310989832,-0.255243752,-0.362630219,0
24435,-4.490461223,-3.030756056,-2.759125819,0.768277004,1.631221331,1.960038211,1.538054726,0.737694756,0
24438,-1.046298215,-0.864044889,1.467428626,0.769384822,0.175480306,0.534393053,-1.294108282,-1.225748194,0
24440,-1.11957082,-0.387992414,-0.549688462,0.843067175,0.866734155,-0.031778452,-0.043503221,-1.897985231,0
24442,1.402684374,-0.145209737,-2.205926299,-0.088316034,0.516361878,1.160848543,0.488765377,0.553613735,0
24443,4.528400623,-2.229142587,-3.984860459,-0.099906891,1.369650169,-0.572863988,1.411768716,0.76055299,0
24444,-2.082855441,-0.288932041,-1.230923464,0.433817232,1.258332732,0.000403737,-1.616836941,-1.07289868,0
24445,1.42828126,1.666480751,1.336938213,-0.867627561,2.090955155,2.584922518,0.225787985,-1.143148382,0
24447,-0.992469741,0.200637159,-0.077758129,-1.509274469,1.951038844,0.277946949,1.252469675,0.450828204,0
24450,-0.962619324,0.624097595,-1.547878269,0.033243874,1.278528508,-0.435324733,0.109957717,0.894728869,0
24452,1.686510247,0.265835072,-1.130571931,-1.401131829,-0.139429062,-0.779825493,0.451161848,0.676808554,0
24454,-1.608461462,-1.739730707,0.663249558,0.314176737,-0.851332535,1.838282393,1.621984702,-0.806149003,0
24456,0.962601562,-0.482137388,3.741138023,0.353407412,-2.944580264,0.63371628,0.14783559,-0.891462281,0
24460,-0.00938931,0.388608207,1.157298098,-0.234205497,-0.739817019,0.089372055,0.08566872,0.106218363,0
24461,-0.153650069,0.852324658,-0.204388972,0.349474788,0.669542353,1.111990118,0.551182007,-2.176690697,0
24462,1.408681032,0.778347326,1.786097187,1.964931959,1.236654277,0.872539122,-0.529736052,-1.57693578,0
24463,-1.032549654,-1.634296545,-0.261935245,0.12306411,-1.71825367,-0.300494034,0.290169605,0.790038471,0
24464,2.468940581,-1.501509449,0.813182343,0.252738252,-2.412299845,3.050849209,-0.124298958,-1.35861824,0
24466,-0.11117448,0.301450579,0.128418427,2.536683147,1.578440807,0.74909211,-0.47771132,-0.068289112,0
24469,-1.279967183,-1.081333039,0.589685542,0.11044469,0.714680839,0.143745921,0.325431322,1.131467102,0
24470,-1.281375136,-0.769001993,-0.984418707,-0.666828041,0.629906696,0.022968142,-0.221906423,-0.261392579,0
24471,0.116728354,-1.517767515,-0.101484211,-1.261461302,-0.522953971,1.79686146,-0.073510268,-0.522007687,0
24472,-4.328887161,-0.226797333,-0.284040634,0.343875246,1.207195829,-0.409471825,0.53964745,0.130920521,0
24474,-0.944109082,-0.621709755,-1.108218012,0.360762267,2.826848929,0.72612506,-0.13327148,0.034635406,0
24475,1.254854381,2.246453361,-0.474137036,1.960681556,-2.385229771,0.9824043,-0.440214839,0.365839904,0
24476,-1.51155547,-2.179287463,1.50067658,1.543746185,-0.778003445,1.454431593,-0.45576792,-1.7621153,0
24477,0.145797734,-0.607208271,-0.661529384,0.114888797,2.494739437,0.255261776,-3.831859599,0.285319718,0
24479,0.66883128,0.270881256,1.431591545,0.348633649,2.017402702,0.763127493,-0.620953543,0.442941078,0
24484,-0.116833772,1.68578199,2.549860138,-2.159560263,0.258180791,-0.692556248,0.134540124,1.114487782,0
24485,0.020429842,0.225855779,-1.73879621,-1.357087331,0.911220811,-1.168177001,-0.386510039,0.241192778,0
24488,-2.770308229,-1.402351423,-2.056724649,-1.242708172,-0.750961005,-0.714100274,-0.685777416,0.535428612,0
24490,-0.176556301,0.458916753,-1.354172583,0.246703888,0.569291208,0.513644726,-0.376223014,-0.42448738,0
24491,2.119977737,-0.623527501,1.695300231,0.071411751,-1.604441405,0.58187474,0.287484453,2.065878842,0
24493,-1.351804956,-1.542514151,0.826457727,0.292665984,0.557069835,-0.52129082,0.759890184,0.992339464,0
24494,1.960610673,-0.621633073,-1.620305293,0.14744909,1.054385427,-0.137768003,0.872279659,-1.176941623,0
24495,0.421281876,-0.301483023,1.799995803,-0.058523158,-1.286876222,0.62125285,-0.312713872,-0.097095456,0
24496,1.270027562,-1.193448948,-1.823911719,1.06682777,2.255963769,-0.391609517,-0.312883271,-0.749349129,0
24497,-0.988774184,-0.473077315,-0.860390169,-0.219629986,0.308555848,-1.623072403,-1.837804285,2.139782095,0
24498,1.196779625,1.356894688,-0.375816391,-0.233787992,-0.819537487,1.366251209,-0.155092466,1.713261311,0
24499,-1.35202091,-0.220281338,-0.427685322,-0.508576901,0.544293642,1.34480588,0.759291724,0.153010183,0
24500,0.187034148,-0.296873349,2.329707887,-0.746539422,-1.791203104,0.125917163,0.209463973,0.194086137,0
24501,-0.3367504,-0.402397718,-0.130736139,0.047753503,0.210657817,0.472876139,-1.205561494,-0.04134838,0
24502,1.451737237,-0.546230497,-1.807547006,-0.483727866,1.097541852,-0.182933931,-0.729815534,-0.386649479,0
24506,-2.196155239,-0.038997754,0.926725719,0.613916852,0.064307339,0.231124841,1.499011705,-0.584456235,0
24507,0.533204672,-2.568708462,1.407173943,-0.862616646,-2.777855398,1.877930583,-0.324584079,-0.652885748,0
24508,-1.803122372,-0.768474795,-0.365570986,-0.846073679,0.709111099,-0.062412045,0.46635584,0.983672089,0
24509,2.879744491,-0.990513781,1.782751812,1.969891572,-2.474015654,2.589231267,-0.270239677,-0.84431728,0
24512,-0.429072667,-0.042735136,0.549523521,-1.082420412,-0.291264484,-0.251718222,-1.025922998,-0.490890173,0
24513,0.82377707,-0.905674793,3.573547614,1.291613258,0.44440706,3.404434672,0.676544481,0.241089331,0
24515,-2.881015647,0.327729234,-0.234638897,-0.412656858,1.492316787,0.046565788,1.542477361,-0.162514717,0
24519,0.065718296,0.141910653,0.565935021,-0.911459162,1.808752365,-0.222144668,0.823672794,-1.171113045,0
24520,-1.14277874,-0.722000873,0.456588641,0.241342377,1.524326145,-0.424153628,-2.281039201,-3.161988027,0
24521,-2.52011602,-0.168753125,0.445929789,-0.429679999,0.377991444,0.083019601,0.538127034,0.874291312,0
24522,2.644831883,-1.417404331,-1.961969322,0.345364629,1.869493415,-0.643866263,2.01668636,0.306112906,0
24524,-0.177450462,0.71705211,-1.189500264,-2.440793797,1.530247838,-0.18660094,-0.893660621,-0.482120913,0
24526,0.732234037,1.348451066,-1.007037413,-1.363185135,-1.016507131,1.010637467,0.651009426,0.799515005,0
24528,-0.285551298,1.268695107,-0.018853194,-0.622591128,0.176027957,1.380402035,-0.881381786,1.786429269,0
24529,-1.375884445,-0.366465775,0.765530383,1.338557011,1.106118691,0.958467973,-0.357071305,1.194274195,0
24531,-0.294769961,-2.108926072,3.189255434,1.921496329,-0.091765534,1.829874644,2.63234869,-1.345209804,0
24532,-1.569691008,1.614027429,0.441178594,-0.66108923,0.35977821,1.394385303,1.148884479,-2.473672482,0
24534,2.423810571,1.166360388,1.842400959,1.500144848,-1.187140529,-0.230258181,0.884158967,0.681464322,0
24535,-2.380308242,-0.301106019,-1.8254484,1.570325547,-0.431486989,-0.026224114,-2.180104781,-0.647391834,0
24536,1.104249472,-0.130402096,-1.701241149,-1.44840581,0.905298255,1.007506273,0.198458459,-0.748515915,0
24538,-1.062686252,0.860858562,1.423902433,-0.230068857,1.775979592,0.702923087,-0.907083716,1.211836268,0
24542,0.806874754,-1.60493055,-2.707406206,-0.475891376,0.986607987,2.363395001,1.088994122,0.008822398,0
24543,-2.368553683,-3.728293418,2.881528221,-1.603084104,-1.660222606,2.168295798,0.155900905,0.448448416,0
24544,-1.665458835,-0.750700355,1.216135186,-1.033250132,-0.279391732,0.411184362,-1.104391728,0.181710894,0
24545,-2.68862474,-2.007092096,-1.689825778,-0.703274764,0.779529609,0.766883875,0.129646802,1.478847841,0
24546,-0.794688762,-1.072825313,0.899221468,-1.168478053,0.42514155,0.205234572,1.121421192,-0.140130809,0
24547,-2.421318204,-0.264067405,0.578642516,-1.763992647,-0.00277346,0.526071632,-0.887866394,-0.150179539,0
24548,1.874424477,-1.708634851,1.974725918,-0.647922486,-2.889554274,1.330312077,0.746640093,-1.398965482,0
24549,-0.318488496,-1.203682239,-0.810518036,-0.244047427,-0.018798346,1.79750825,-0.062049336,-0.412958038,0
24552,-0.382726833,-1.201805076,0.690544952,1.861511764,-0.361491834,0.989965966,-0.172048265,-1.234611816,0
24557,1.067592955,2.286083968,0.046694777,-1.309022327,-1.9355206,1.999254099,-0.900631991,-1.293975294,0
24558,-1.385789052,-0.582810091,-0.837719806,1.938940444,0.385377364,0.730210517,0.986921928,-1.550584095,0
24561,0.058868766,0.547270365,0.984040881,-1.348062541,1.7922831,0.6060969,-0.070498413,-1.633670684,0
24562,-2.052216663,-1.098519519,-2.061181565,0.800736088,1.291386159,1.339800766,-0.890957964,-0.176419984,0
24563,0.002089939,0.288614856,0.351669044,0.512391489,1.294124852,0.411793916,-1.008784995,-0.669930813,0
24569,-1.029956649,-2.106116545,1.093716426,1.466122528,-0.233409349,0.534523753,0.441161431,-0.190375294,0
24570,-1.615431613,-0.354952559,-1.060674286,0.931102171,1.15323736,1.096095949,0.934347096,0.392259811,0
24571,0.765564023,0.217439107,1.022710743,-0.622284682,-0.980929759,0.125354898,2.957288408,-0.883386745,0
24575,-0.747981729,-0.286057434,-0.052987181,0.341500222,1.318686771,-1.037553014,-0.564530729,-0.192133509,0
24576,-0.310639363,1.264379387,-1.435157551,-1.210374422,2.195795537,0.659410371,0.252109863,0.822848283,0
24579,-1.836432524,0.17614733,3.870876295,0.347913981,-2.350721571,-0.771783332,-0.15787017,-1.162074994,0
24580,-0.526039406,-1.451383789,2.058743109,1.473799004,0.231829943,0.272094264,1.323736588,0.824521044,0
24581,2.550472507,-0.218465014,1.387674498,-0.948291864,-1.784202216,0.088028765,2.879015333,-1.04929406,0
24583,-1.524765178,0.507463946,1.097544696,-0.001725597,-0.333594237,0.440267608,0.2871476,-0.726030148,0
24585,-0.951238537,-2.25448897,0.114343115,0.431897076,-1.632742575,2.204163933,1.952142195,-0.984868292,0
24586,1.980182836,-1.328003213,-0.296570246,0.428586412,-1.055544201,2.951834146,-1.275634493,0.035966386,0
24587,-0.348475563,-1.192096798,-3.142017471,-0.546704904,1.857921888,2.35559543,0.671487458,-0.516308029,0
24589,-2.366887613,1.421802993,1.243199037,-0.958155587,1.331026313,0.906620394,1.463017284,0.213323597,0
